Iteration,Gamma
5337,1712760
5338,1712752
5339,1712744
5340,1712737
5341,1712729
5342,1712721
5343,1712713
5344,1712705
5345,1712697
5346,1712690
5347,1712682
5348,1712674
5349,1712666
5350,1712658
5351,1712650
5352,1712643
5353,1712635
5354,1712627
5355,1712619
5356,1712611
5357,1712604
5358,1712596
5359,1712588
5360,1712580
5361,1712572
5362,1712565
5363,1712557
5364,1712549
5365,1712541
5366,1712534
5367,1712526
5368,1712518
5369,1712510
5370,1712503
5371,1712495
5372,1712487
5373,1712479
5374,1712472
5375,1712464
5376,1712456
5377,1712448
5378,1712441
5379,1712433
5380,1712425
5381,1712417
5382,1712410
5383,1712402
5384,1712394
5385,1712386
5386,1712379
5387,1712371
5388,1712363
5389,1712356
5390,1712348
5391,1712340
5392,1712332
5393,1712325
5394,1712317
5395,1712309
5396,1712302
5397,1712294
5398,1712286
5399,1712279
5400,1712271
5401,1712263
5402,1712255
5403,1712248
5404,1712240
5405,1712232
5406,1712225
5407,1712217
5408,1712209
5409,1712202
5410,1712194
5411,1712186
5412,1712179
5413,1712171
5414,1712163
5415,1712156
5416,1712148
5417,1712141
5418,1712133
5419,1712125
5420,1712118
5421,1712110
5422,1712102
5423,1712095
5424,1712087
5425,1712079
5426,1712072
5427,1712064
5428,1712057
5429,1712049
5430,1712041
5431,1712034
5432,1712026
5433,1712019
5434,1712011
5435,1712003
5436,1711996
5437,1711988
5438,1711981
5439,1711973
5440,1711965
5441,1711958
5442,1711950
5443,1711943
5444,1711935
5445,1711927
5446,1711920
5447,1711912
5448,1711905
5449,1711897
5450,1711890
5451,1711882
5452,1711874
5453,1711867
5454,1711859
5455,1711852
5456,1711844
5457,1711837
5458,1711829
5459,1711822
5460,1711814
5461,1711807
5462,1711799
5463,1711791
5464,1711784
5465,1711776
5466,1711769
5467,1711761
5468,1711754
5469,1711746
5470,1711739
5471,1711731
5472,1711724
5473,1711716
5474,1711709
5475,1711701
5476,1711694
5477,1711686
5478,1711679
5479,1711671
5480,1711664
5481,1711656
5482,1711649
5483,1711641
5484,1711634
5485,1711626
5486,1711619
5487,1711611
5488,1711604
5489,1711596
5490,1711589
5491,1711582
5492,1711574
5493,1711567
5494,1711559
5495,1711552
5496,1711544
5497,1711537
5498,1711529
5499,1711522
5500,1711514
5501,1711507
5502,1711500
5503,1711492
5504,1711485
5505,1711477
5506,1711470
5507,1711462
5508,1711455
5509,1711448
5510,1711440
5511,1711433
5512,1711425
5513,1711418
5514,1711410
5515,1711403
5516,1711396
5517,1711388
5518,1711381
5519,1711373
5520,1711366
5521,1711359
5522,1711351
5523,1711344
5524,1711336
5525,1711329
5526,1711322
5527,1711314
5528,1711307
5529,1711300
5530,1711292
5531,1711285
5532,1711277
5533,1711270
5534,1711263
5535,1711255
5536,1711248
5537,1711241
5538,1711233
5539,1711226
5540,1711219
5541,1711211
5542,1711204
5543,1711197
5544,1711189
5545,1711182
5546,1711175
5547,1711167
5548,1711160
5549,1711153
5550,1711145
5551,1711138
5552,1711131
5553,1711123
5554,1711116
5555,1711109
5556,1711101
5557,1711094
5558,1711087
5559,1711079
5560,1711072
5561,1711065
5562,1711058
5563,1711050
5564,1711043
5565,1711036
5566,1711028
5567,1711021
5568,1711014
5569,1711007
5570,1710999
5571,1710992
5572,1710985
5573,1710977
5574,1710970
5575,1710963
5576,1710956
5577,1710948
5578,1710941
5579,1710934
5580,1710927
5581,1710919
5582,1710912
5583,1710905
5584,1710898
5585,1710890
5586,1710883
5587,1710876
5588,1710869
5589,1710861
5590,1710854
5591,1710847
5592,1710840
5593,1710832
5594,1710825
5595,1710818
5596,1710811
5597,1710804
5598,1710796
5599,1710789
5600,1710782
5601,1710775
5602,1710768
5603,1710760
5604,1710753
5605,1710746
5606,1710739
5607,1710732
5608,1710724
5609,1710717
5610,1710710
5611,1710703
5612,1710696
5613,1710688
5614,1710681
5615,1710674
5616,1710667
5617,1710660
5618,1710653
5619,1710645
5620,1710638
5621,1710631
5622,1710624
5623,1710617
5624,1710610
5625,1710603
5626,1710595
5627,1710588
5628,1710581
5629,1710574
5630,1710567
5631,1710560
5632,1710553
5633,1710545
5634,1710538
5635,1710531
5636,1710524
5637,1710517
5638,1710510
5639,1710503
5640,1710496
5641,1710488
5642,1710481
5643,1710474
5644,1710467
5645,1710460
5646,1710453
5647,1710446
5648,1710439
5649,1710432
5650,1710424
5651,1710417
5652,1710410
5653,1710403
5654,1710396
5655,1710389
5656,1710382
5657,1710375
5658,1710368
5659,1710361
5660,1710354
5661,1710347
5662,1710340
5663,1710332
5664,1710325
5665,1710318
5666,1710311
5667,1710304
5668,1710297
5669,1710290
5670,1710283
5671,1710276
5672,1710269
5673,1710262
5674,1710255
5675,1710248
5676,1710241
5677,1710234
5678,1710227
5679,1710220
5680,1710213
5681,1710206
5682,1710199
5683,1710192
5684,1710185
5685,1710178
5686,1710171
5687,1710164
5688,1710157
5689,1710150
5690,1710143
5691,1710136
5692,1710129
5693,1710122
5694,1710115
5695,1710108
5696,1710101
5697,1710094
5698,1710087
5699,1710080
5700,1710073
5701,1710066
5702,1710059
5703,1710052
5704,1710045
5705,1710038
5706,1710031
5707,1710024
5708,1710017
5709,1710010
5710,1710003
5711,1709996
5712,1709989
5713,1709982
5714,1709975
5715,1709968
5716,1709961
5717,1709954
5718,1709947
5719,1709940
5720,1709933
5721,1709927
5722,1709920
5723,1709913
5724,1709906
5725,1709899
5726,1709892
5727,1709885
5728,1709878
5729,1709871
5730,1709864
5731,1709857
5732,1709850
5733,1709843
5734,1709837
5735,1709830
5736,1709823
5737,1709816
5738,1709809
5739,1709802
5740,1709795
5741,1709788
5742,1709781
5743,1709775
5744,1709768
5745,1709761
5746,1709754
5747,1709747
5748,1709740
5749,1709733
5750,1709726
5751,1709720
5752,1709713
5753,1709706
5754,1709699
5755,1709692
5756,1709685
5757,1709678
5758,1709672
5759,1709665
5760,1709658
5761,1709651
5762,1709644
5763,1709637
5764,1709630
5765,1709624
5766,1709617
5767,1709610
5768,1709603
5769,1709596
5770,1709589
5771,1709583
5772,1709576
5773,1709569
5774,1709562
5775,1709555
5776,1709549
5777,1709542
5778,1709535
5779,1709528
5780,1709521
5781,1709515
5782,1709508
5783,1709501
5784,1709494
5785,1709487
5786,1709481
5787,1709474
5788,1709467
5789,1709460
5790,1709453
5791,1709447
5792,1709440
5793,1709433
5794,1709426
5795,1709420
5796,1709413
5797,1709406
5798,1709399
5799,1709392
5800,1709386
5801,1709379
5802,1709372
5803,1709365
5804,1709359
5805,1709352
5806,1709345
5807,1709338
5808,1709332
5809,1709325
5810,1709318
5811,1709311
5812,1709305
5813,1709298
5814,1709291
5815,1709285
5816,1709278
5817,1709271
5818,1709264
5819,1709258
5820,1709251
5821,1709244
5822,1709238
5823,1709231
5824,1709224
5825,1709217
5826,1709211
5827,1709204
5828,1709197
5829,1709191
5830,1709184
5831,1709177
5832,1709171
5833,1709164
5834,1709157
5835,1709150
5836,1709144
5837,1709137
5838,1709130
5839,1709124
5840,1709117
5841,1709110
5842,1709104
5843,1709097
5844,1709090
5845,1709084
5846,1709077
5847,1709070
5848,1709064
5849,1709057
5850,1709050
5851,1709044
5852,1709037
5853,1709030
5854,1709024
5855,1709017
5856,1709011
5857,1709004
5858,1708997
5859,1708991
5860,1708984
5861,1708977
5862,1708971
5863,1708964
5864,1708958
5865,1708951
5866,1708944
5867,1708938
5868,1708931
5869,1708924
5870,1708918
5871,1708911
5872,1708905
5873,1708898
5874,1708891
5875,1708885
5876,1708878
5877,1708872
5878,1708865
5879,1708858
5880,1708852
5881,1708845
5882,1708839
5883,1708832
5884,1708826
5885,1708819
5886,1708812
5887,1708806
5888,1708799
5889,1708793
5890,1708786
5891,1708780
5892,1708773
5893,1708766
5894,1708760
5895,1708753
5896,1708747
5897,1708740
5898,1708734
5899,1708727
5900,1708721
5901,1708714
5902,1708707
5903,1708701
5904,1708694
5905,1708688
5906,1708681
5907,1708675
5908,1708668
5909,1708662
5910,1708655
5911,1708649
5912,1708642
5913,1708636
5914,1708629
5915,1708623
5916,1708616
5917,1708610
5918,1708603
5919,1708597
5920,1708590
5921,1708584
5922,1708577
5923,1708571
5924,1708564
5925,1708558
5926,1708551
5927,1708545
5928,1708538
5929,1708532
5930,1708525
5931,1708519
5932,1708512
5933,1708506
5934,1708499
5935,1708493
5936,1708486
5937,1708480
5938,1708473
5939,1708467
5940,1708461
5941,1708454
5942,1708448
5943,1708441
5944,1708435
5945,1708428
5946,1708422
5947,1708415
5948,1708409
5949,1708402
5950,1708396
5951,1708390
5952,1708383
5953,1708377
5954,1708370
5955,1708364
5956,1708357
5957,1708351
5958,1708345
5959,1708338
5960,1708332
5961,1708325
5962,1708319
5963,1708312
5964,1708306
5965,1708300
5966,1708293
5967,1708287
5968,1708280
5969,1708274
5970,1708268
5971,1708261
5972,1708255
5973,1708248
5974,1708242
5975,1708236
5976,1708229
5977,1708223
5978,1708217
5979,1708210
5980,1708204
5981,1708197
5982,1708191
5983,1708185
5984,1708178
5985,1708172
5986,1708166
5987,1708159
5988,1708153
5989,1708146
5990,1708140
5991,1708134
5992,1708127
5993,1708121
5994,1708115
5995,1708108
5996,1708102
5997,1708096
5998,1708089
5999,1708083
6000,1708077
6001,1708070
6002,1708064
6003,1708058
6004,1708051
6005,1708045
6006,1708039
6007,1708032
6008,1708026
6009,1708020
6010,1708013
6011,1708007
6012,1708001
6013,1707995
6014,1707988
6015,1707982
6016,1707976
6017,1707969
6018,1707963
6019,1707957
6020,1707950
6021,1707944
6022,1707938
6023,1707932
6024,1707925
6025,1707919
6026,1707913
6027,1707906
6028,1707900
6029,1707894
6030,1707888
6031,1707881
6032,1707875
6033,1707869
6034,1707862
6035,1707856
6036,1707850
6037,1707844
6038,1707837
6039,1707831
6040,1707825
6041,1707819
6042,1707812
6043,1707806
6044,1707800
6045,1707794
6046,1707787
6047,1707781
6048,1707775
6049,1707769
6050,1707763
6051,1707756
6052,1707750
6053,1707744
6054,1707738
6055,1707731
6056,1707725
6057,1707719
6058,1707713
6059,1707706
6060,1707700
6061,1707694
6062,1707688
6063,1707682
6064,1707675
6065,1707669
6066,1707663
6067,1707657
6068,1707651
6069,1707644
6070,1707638
6071,1707632
6072,1707626
6073,1707620
6074,1707614
6075,1707607
6076,1707601
6077,1707595
6078,1707589
6079,1707583
6080,1707576
6081,1707570
6082,1707564
6083,1707558
6084,1707552
6085,1707546
6086,1707539
6087,1707533
6088,1707527
6089,1707521
6090,1707515
6091,1707509
6092,1707503
6093,1707496
6094,1707490
6095,1707484
6096,1707478
6097,1707472
6098,1707466
6099,1707460
6100,1707453
6101,1707447
6102,1707441
6103,1707435
6104,1707429
6105,1707423
6106,1707417
6107,1707410
6108,1707404
6109,1707398
6110,1707392
6111,1707386
6112,1707380
6113,1707374
6114,1707368
6115,1707362
6116,1707356
6117,1707349
6118,1707343
6119,1707337
6120,1707331
6121,1707325
6122,1707319
6123,1707313
6124,1707307
6125,1707301
6126,1707295
6127,1707288
6128,1707282
6129,1707276
6130,1707270
6131,1707264
6132,1707258
6133,1707252
6134,1707246
6135,1707240
6136,1707234
6137,1707228
6138,1707222
6139,1707216
6140,1707210
6141,1707204
6142,1707198
6143,1707191
6144,1707185
6145,1707179
6146,1707173
6147,1707167
6148,1707161
6149,1707155
6150,1707149
6151,1707143
6152,1707137
6153,1707131
6154,1707125
6155,1707119
6156,1707113
6157,1707107
6158,1707101
6159,1707095
6160,1707089
6161,1707083
6162,1707077
6163,1707071
6164,1707065
6165,1707059
6166,1707053
6167,1707047
6168,1707041
6169,1707035
6170,1707029
6171,1707023
6172,1707017
6173,1707011
6174,1707005
6175,1706999
6176,1706993
6177,1706987
6178,1706981
6179,1706975
6180,1706969
6181,1706963
6182,1706957
6183,1706951
6184,1706945
6185,1706939
6186,1706933
6187,1706927
6188,1706921
6189,1706915
6190,1706909
6191,1706903
6192,1706897
6193,1706891
6194,1706885
6195,1706879
6196,1706873
6197,1706868
6198,1706862
6199,1706856
6200,1706850
6201,1706844
6202,1706838
6203,1706832
6204,1706826
6205,1706820
6206,1706814
6207,1706808
6208,1706802
6209,1706796
6210,1706790
6211,1706784
6212,1706779
6213,1706773
6214,1706767
6215,1706761
6216,1706755
6217,1706749
6218,1706743
6219,1706737
6220,1706731
6221,1706725
6222,1706719
6223,1706714
6224,1706708
6225,1706702
6226,1706696
6227,1706690
6228,1706684
6229,1706678
6230,1706672
6231,1706666
6232,1706661
6233,1706655
6234,1706649
6235,1706643
6236,1706637
6237,1706631
6238,1706625
6239,1706619
6240,1706614
6241,1706608
6242,1706602
6243,1706596
6244,1706590
6245,1706584
6246,1706578
6247,1706573
6248,1706567
6249,1706561
6250,1706555
6251,1706549
6252,1706543
6253,1706538
6254,1706532
6255,1706526
6256,1706520
6257,1706514
6258,1706508
6259,1706503
6260,1706497
6261,1706491
6262,1706485
6263,1706479
6264,1706473
6265,1706468
6266,1706462
6267,1706456
6268,1706450
6269,1706444
6270,1706439
6271,1706433
6272,1706427
6273,1706421
6274,1706415
6275,1706410
6276,1706404
6277,1706398
6278,1706392
6279,1706386
6280,1706381
6281,1706375
6282,1706369
6283,1706363
6284,1706357
6285,1706352
6286,1706346
6287,1706340
6288,1706334
6289,1706329
6290,1706323
6291,1706317
6292,1706311
6293,1706305
6294,1706300
6295,1706294
6296,1706288
6297,1706282
6298,1706277
6299,1706271
6300,1706265
6301,1706259
6302,1706254
6303,1706248
6304,1706242
6305,1706236
6306,1706231
6307,1706225
6308,1706219
6309,1706213
6310,1706208
6311,1706202
6312,1706196
6313,1706191
6314,1706185
6315,1706179
6316,1706173
6317,1706168
6318,1706162
6319,1706156
6320,1706150
6321,1706145
6322,1706139
6323,1706133
6324,1706128
6325,1706122
6326,1706116
6327,1706111
6328,1706105
6329,1706099
6330,1706093
6331,1706088
6332,1706082
6333,1706076
6334,1706071
6335,1706065
6336,1706059
6337,1706054
6338,1706048
6339,1706042
6340,1706037
6341,1706031
6342,1706025
6343,1706020
6344,1706014
6345,1706008
6346,1706003
6347,1705997
6348,1705991
6349,1705986
6350,1705980
6351,1705974
6352,1705969
6353,1705963
6354,1705957
6355,1705952
6356,1705946
6357,1705940
6358,1705935
6359,1705929
6360,1705923
6361,1705918
6362,1705912
6363,1705906
6364,1705901
6365,1705895
6366,1705890
6367,1705884
6368,1705878
6369,1705873
6370,1705867
6371,1705861
6372,1705856
6373,1705850
6374,1705845
6375,1705839
6376,1705833
6377,1705828
6378,1705822
6379,1705816
6380,1705811
6381,1705805
6382,1705800
6383,1705794
6384,1705788
6385,1705783
6386,1705777
6387,1705772
6388,1705766
6389,1705760
6390,1705755
6391,1705749
6392,1705744
6393,1705738
6394,1705733
6395,1705727
6396,1705721
6397,1705716
6398,1705710
6399,1705705
6400,1705699
6401,1705694
6402,1705688
6403,1705682
6404,1705677
6405,1705671
6406,1705666
6407,1705660
6408,1705655
6409,1705649
6410,1705643
6411,1705638
6412,1705632
6413,1705627
6414,1705621
6415,1705616
6416,1705610
6417,1705605
6418,1705599
6419,1705594
6420,1705588
6421,1705583
6422,1705577
6423,1705571
6424,1705566
6425,1705560
6426,1705555
6427,1705549
6428,1705544
6429,1705538
6430,1705533
6431,1705527
6432,1705522
6433,1705516
6434,1705511
6435,1705505
6436,1705500
6437,1705494
6438,1705489
6439,1705483
6440,1705478
6441,1705472
6442,1705467
6443,1705461
6444,1705456
6445,1705450
6446,1705445
6447,1705439
6448,1705434
6449,1705428
6450,1705423
6451,1705417
6452,1705412
6453,1705406
6454,1705401
6455,1705395
6456,1705390
6457,1705385
6458,1705379
6459,1705374
6460,1705368
6461,1705363
6462,1705357
6463,1705352
6464,1705346
6465,1705341
6466,1705335
6467,1705330
6468,1705325
6469,1705319
6470,1705314
6471,1705308
6472,1705303
6473,1705297
6474,1705292
6475,1705286
6476,1705281
6477,1705276
6478,1705270
6479,1705265
6480,1705259
6481,1705254
6482,1705248
6483,1705243
6484,1705238
6485,1705232
6486,1705227
6487,1705221
6488,1705216
6489,1705210
6490,1705205
6491,1705200
6492,1705194
6493,1705189
6494,1705183
6495,1705178
6496,1705173
6497,1705167
6498,1705162
6499,1705156
6500,1705151
6501,1705146
6502,1705140
6503,1705135
6504,1705129
6505,1705124
6506,1705119
6507,1705113
6508,1705108
6509,1705103
6510,1705097
6511,1705092
6512,1705086
6513,1705081
6514,1705076
6515,1705070
6516,1705065
6517,1705060
6518,1705054
6519,1705049
6520,1705044
6521,1705038
6522,1705033
6523,1705027
6524,1705022
6525,1705017
6526,1705011
6527,1705006
6528,1705001
6529,1704995
6530,1704990
6531,1704985
6532,1704979
6533,1704974
6534,1704969
6535,1704963
6536,1704958
6537,1704953
6538,1704947
6539,1704942
6540,1704937
6541,1704931
6542,1704926
6543,1704921
6544,1704915
6545,1704910
6546,1704905
6547,1704900
6548,1704894
6549,1704889
6550,1704884
6551,1704878
6552,1704873
6553,1704868
6554,1704862
6555,1704857
6556,1704852
6557,1704846
6558,1704841
6559,1704836
6560,1704831
6561,1704825
6562,1704820
6563,1704815
6564,1704809
6565,1704804
6566,1704799
6567,1704794
6568,1704788
6569,1704783
6570,1704778
6571,1704773
6572,1704767
6573,1704762
6574,1704757
6575,1704751
6576,1704746
6577,1704741
6578,1704736
6579,1704730
6580,1704725
6581,1704720
6582,1704715
6583,1704709
6584,1704704
6585,1704699
6586,1704694
6587,1704688
6588,1704683
6589,1704678
6590,1704673
6591,1704667
6592,1704662
6593,1704657
6594,1704652
6595,1704647
6596,1704641
6597,1704636
6598,1704631
6599,1704626
6600,1704620
6601,1704615
6602,1704610
6603,1704605
6604,1704600
6605,1704594
6606,1704589
6607,1704584
6608,1704579
6609,1704574
6610,1704568
6611,1704563
6612,1704558
6613,1704553
6614,1704547
6615,1704542
6616,1704537
6617,1704532
6618,1704527
6619,1704522
6620,1704516
6621,1704511
6622,1704506
6623,1704501
6624,1704496
6625,1704490
6626,1704485
6627,1704480
6628,1704475
6629,1704470
6630,1704465
6631,1704459
6632,1704454
6633,1704449
6634,1704444
6635,1704439
6636,1704434
6637,1704428
6638,1704423
6639,1704418
6640,1704413
6641,1704408
6642,1704403
6643,1704397
6644,1704392
6645,1704387
6646,1704382
6647,1704377
6648,1704372
6649,1704367
6650,1704361
6651,1704356
6652,1704351
6653,1704346
6654,1704341
6655,1704336
6656,1704331
6657,1704326
6658,1704320
6659,1704315
6660,1704310
6661,1704305
6662,1704300
6663,1704295
6664,1704290
6665,1704285
6666,1704279
6667,1704274
6668,1704269
6669,1704264
6670,1704259
6671,1704254
6672,1704249
6673,1704244
6674,1704239
6675,1704234
6676,1704228
6677,1704223
6678,1704218
6679,1704213
6680,1704208
6681,1704203
6682,1704198
6683,1704193
6684,1704188
6685,1704183
6686,1704178
6687,1704173
6688,1704167
6689,1704162
6690,1704157
6691,1704152
6692,1704147
6693,1704142
6694,1704137
6695,1704132
6696,1704127
6697,1704122
6698,1704117
6699,1704112
6700,1704107
6701,1704102
6702,1704097
6703,1704092
6704,1704086
6705,1704081
6706,1704076
6707,1704071
6708,1704066
6709,1704061
6710,1704056
6711,1704051
6712,1704046
6713,1704041
6714,1704036
6715,1704031
6716,1704026
6717,1704021
6718,1704016
6719,1704011
6720,1704006
6721,1704001
6722,1703996
6723,1703991
6724,1703986
6725,1703981
6726,1703976
6727,1703971
6728,1703966
6729,1703961
6730,1703956
6731,1703951
6732,1703946
6733,1703941
6734,1703936
6735,1703931
6736,1703926
6737,1703921
6738,1703916
6739,1703911
6740,1703906
6741,1703901
6742,1703896
6743,1703891
6744,1703886
6745,1703881
6746,1703876
6747,1703871
6748,1703866
6749,1703861
6750,1703856
6751,1703851
6752,1703846
6753,1703841
6754,1703836
6755,1703831
6756,1703826
6757,1703821
6758,1703816
6759,1703811
6760,1703806
6761,1703801
6762,1703796
6763,1703791
6764,1703787
6765,1703782
6766,1703777
6767,1703772
6768,1703767
6769,1703762
6770,1703757
6771,1703752
6772,1703747
6773,1703742
6774,1703737
6775,1703732
6776,1703727
6777,1703722
6778,1703717
6779,1703712
6780,1703707
6781,1703703
6782,1703698
6783,1703693
6784,1703688
6785,1703683
6786,1703678
6787,1703673
6788,1703668
6789,1703663
6790,1703658
6791,1703653
6792,1703648
6793,1703644
6794,1703639
6795,1703634
6796,1703629
6797,1703624
6798,1703619
6799,1703614
6800,1703609
6801,1703604
6802,1703600
6803,1703595
6804,1703590
6805,1703585
6806,1703580
6807,1703575
6808,1703570
6809,1703565
6810,1703560
6811,1703556
6812,1703551
6813,1703546
6814,1703541
6815,1703536
6816,1703531
6817,1703526
6818,1703521
6819,1703517
6820,1703512
6821,1703507
6822,1703502
6823,1703497
6824,1703492
6825,1703487
6826,1703483
6827,1703478
6828,1703473
6829,1703468
6830,1703463
6831,1703458
6832,1703453
6833,1703449
6834,1703444
6835,1703439
6836,1703434
6837,1703429
6838,1703424
6839,1703420
6840,1703415
6841,1703410
6842,1703405
6843,1703400
6844,1703395
6845,1703391
6846,1703386
6847,1703381
6848,1703376
6849,1703371
6850,1703367
6851,1703362
6852,1703357
6853,1703352
6854,1703347
6855,1703342
6856,1703338
6857,1703333
6858,1703328
6859,1703323
6860,1703318
6861,1703314
6862,1703309
6863,1703304
6864,1703299
6865,1703294
6866,1703290
6867,1703285
6868,1703280
6869,1703275
6870,1703271
6871,1703266
6872,1703261
6873,1703256
6874,1703251
6875,1703247
6876,1703242
6877,1703237
6878,1703232
6879,1703228
6880,1703223
6881,1703218
6882,1703213
6883,1703208
6884,1703204
6885,1703199
6886,1703194
6887,1703189
6888,1703185
6889,1703180
6890,1703175
6891,1703170
6892,1703166
6893,1703161
6894,1703156
6895,1703151
6896,1703147
6897,1703142
6898,1703137
6899,1703132
6900,1703128
6901,1703123
6902,1703118
6903,1703113
6904,1703109
6905,1703104
6906,1703099
6907,1703095
6908,1703090
6909,1703085
6910,1703080
6911,1703076
6912,1703071
6913,1703066
6914,1703061
6915,1703057
6916,1703052
6917,1703047
6918,1703043
6919,1703038
6920,1703033
6921,1703028
6922,1703024
6923,1703019
6924,1703014
6925,1703010
6926,1703005
6927,1703000
6928,1702996
6929,1702991
6930,1702986
6931,1702981
6932,1702977
6933,1702972
6934,1702967
6935,1702963
6936,1702958
6937,1702953
6938,1702949
6939,1702944
6940,1702939
6941,1702935
6942,1702930
6943,1702925
6944,1702921
6945,1702916
6946,1702911
6947,1702907
6948,1702902
6949,1702897
6950,1702893
6951,1702888
6952,1702883
6953,1702879
6954,1702874
6955,1702869
6956,1702865
6957,1702860
6958,1702855
6959,1702851
6960,1702846
6961,1702841
6962,1702837
6963,1702832
6964,1702828
6965,1702823
6966,1702818
6967,1702814
6968,1702809
6969,1702804
6970,1702800
6971,1702795
6972,1702790
6973,1702786
6974,1702781
6975,1702777
6976,1702772
6977,1702767
6978,1702763
6979,1702758
6980,1702753
6981,1702749
6982,1702744
6983,1702740
6984,1702735
6985,1702730
6986,1702726
6987,1702721
6988,1702717
6989,1702712
6990,1702707
6991,1702703
6992,1702698
6993,1702694
6994,1702689
6995,1702684
6996,1702680
6997,1702675
6998,1702671
6999,1702666
7000,1702661
7001,1702657
7002,1702652
7003,1702648
7004,1702643
7005,1702638
7006,1702634
7007,1702629
7008,1702625
7009,1702620
7010,1702616
7011,1702611
7012,1702606
7013,1702602
7014,1702597
7015,1702593
7016,1702588
7017,1702584
7018,1702579
7019,1702574
7020,1702570
7021,1702565
7022,1702561
7023,1702556
7024,1702552
7025,1702547
7026,1702543
7027,1702538
7028,1702533
7029,1702529
7030,1702524
7031,1702520
7032,1702515
7033,1702511
7034,1702506
7035,1702502
7036,1702497
7037,1702493
7038,1702488
7039,1702484
7040,1702479
7041,1702475
7042,1702470
7043,1702465
7044,1702461
7045,1702456
7046,1702452
7047,1702447
7048,1702443
7049,1702438
7050,1702434
7051,1702429
7052,1702425
7053,1702420
7054,1702416
7055,1702411
7056,1702407
7057,1702402
7058,1702398
7059,1702393
7060,1702389
7061,1702384
7062,1702380
7063,1702375
7064,1702371
7065,1702366
7066,1702362
7067,1702357
7068,1702353
7069,1702348
7070,1702344
7071,1702339
7072,1702335
7073,1702330
7074,1702326
7075,1702321
7076,1702317
7077,1702312
7078,1702308
7079,1702304
7080,1702299
7081,1702295
7082,1702290
7083,1702286
7084,1702281
7085,1702277
7086,1702272
7087,1702268
7088,1702263
7089,1702259
7090,1702254
7091,1702250
7092,1702246
7093,1702241
7094,1702237
7095,1702232
7096,1702228
7097,1702223
7098,1702219
7099,1702214
7100,1702210
7101,1702206
7102,1702201
7103,1702197
7104,1702192
7105,1702188
7106,1702183
7107,1702179
7108,1702174
7109,1702170
7110,1702166
7111,1702161
7112,1702157
7113,1702152
7114,1702148
7115,1702143
7116,1702139
7117,1702135
7118,1702130
7119,1702126
7120,1702121
7121,1702117
7122,1702113
7123,1702108
7124,1702104
7125,1702099
7126,1702095
7127,1702091
7128,1702086
7129,1702082
7130,1702077
7131,1702073
7132,1702069
7133,1702064
7134,1702060
7135,1702055
7136,1702051
7137,1702047
7138,1702042
7139,1702038
7140,1702033
7141,1702029
7142,1702025
7143,1702020
7144,1702016
7145,1702012
7146,1702007
7147,1702003
7148,1701998
7149,1701994
7150,1701990
7151,1701985
7152,1701981
7153,1701977
7154,1701972
7155,1701968
7156,1701963
7157,1701959
7158,1701955
7159,1701950
7160,1701946
7161,1701942
7162,1701937
7163,1701933
7164,1701929
7165,1701924
7166,1701920
7167,1701916
7168,1701911
7169,1701907
7170,1701903
7171,1701898
7172,1701894
7173,1701890
7174,1701885
7175,1701881
7176,1701877
7177,1701872
7178,1701868
7179,1701864
7180,1701859
7181,1701855
7182,1701851
7183,1701846
7184,1701842
7185,1701838
7186,1701833
7187,1701829
7188,1701825
7189,1701820
7190,1701816
7191,1701812
7192,1701807
7193,1701803
7194,1701799
7195,1701794
7196,1701790
7197,1701786
7198,1701782
7199,1701777
7200,1701773
7201,1701769
7202,1701764
7203,1701760
7204,1701756
7205,1701751
7206,1701747
7207,1701743
7208,1701739
7209,1701734
7210,1701730
7211,1701726
7212,1701721
7213,1701717
7214,1701713
7215,1701709
7216,1701704
7217,1701700
7218,1701696
7219,1701691
7220,1701687
7221,1701683
7222,1701679
7223,1701674
7224,1701670
7225,1701666
7226,1701662
7227,1701657
7228,1701653
7229,1701649
7230,1701645
7231,1701640
7232,1701636
7233,1701632
7234,1701628
7235,1701623
7236,1701619
7237,1701615
7238,1701611
7239,1701606
7240,1701602
7241,1701598
7242,1701594
7243,1701589
7244,1701585
7245,1701581
7246,1701577
7247,1701572
7248,1701568
7249,1701564
7250,1701560
7251,1701555
7252,1701551
7253,1701547
7254,1701543
7255,1701539
7256,1701534
7257,1701530
7258,1701526
7259,1701522
7260,1701517
7261,1701513
7262,1701509
7263,1701505
7264,1701501
7265,1701496
7266,1701492
7267,1701488
7268,1701484
7269,1701480
7270,1701475
7271,1701471
7272,1701467
7273,1701463
7274,1701459
7275,1701454
7276,1701450
7277,1701446
7278,1701442
7279,1701438
7280,1701433
7281,1701429
7282,1701425
7283,1701421
7284,1701417
7285,1701412
7286,1701408
7287,1701404
7288,1701400
7289,1701396
7290,1701392
7291,1701387
7292,1701383
7293,1701379
7294,1701375
7295,1701371
7296,1701367
7297,1701362
7298,1701358
7299,1701354
7300,1701350
7301,1701346
7302,1701342
7303,1701337
7304,1701333
7305,1701329
7306,1701325
7307,1701321
7308,1701317
7309,1701313
7310,1701308
7311,1701304
7312,1701300
7313,1701296
7314,1701292
7315,1701288
7316,1701284
7317,1701279
7318,1701275
7319,1701271
7320,1701267
7321,1701263
7322,1701259
7323,1701255
7324,1701250
7325,1701246
7326,1701242
7327,1701238
7328,1701234
7329,1701230
7330,1701226
7331,1701222
7332,1701217
7333,1701213
7334,1701209
