Iteration,Gamma
2140,1756261
2141,1756240
2142,1756218
2143,1756197
2144,1756175
2145,1756154
2146,1756132
2147,1756111
2148,1756089
2149,1756068
2150,1756046
2151,1756025
2152,1756003
2153,1755982
2154,1755960
2155,1755939
2156,1755917
2157,1755896
2158,1755874
2159,1755853
2160,1755831
2161,1755810
2162,1755789
2163,1755767
2164,1755746
2165,1755724
2166,1755703
2167,1755682
2168,1755660
2169,1755639
2170,1755618
2171,1755596
2172,1755575
2173,1755554
2174,1755532
2175,1755511
2176,1755490
2177,1755468
2178,1755447
2179,1755426
2180,1755404
2181,1755383
2182,1755362
2183,1755340
2184,1755319
2185,1755298
2186,1755277
2187,1755255
2188,1755234
2189,1755213
2190,1755192
2191,1755171
2192,1755149
2193,1755128
2194,1755107
2195,1755086
2196,1755065
2197,1755043
2198,1755022
2199,1755001
2200,1754980
2201,1754959
2202,1754938
2203,1754916
2204,1754895
2205,1754874
2206,1754853
2207,1754832
2208,1754811
2209,1754790
2210,1754769
2211,1754748
2212,1754726
2213,1754705
2214,1754684
2215,1754663
2216,1754642
2217,1754621
2218,1754600
2219,1754579
2220,1754558
2221,1754537
2222,1754516
2223,1754495
2224,1754474
2225,1754453
2226,1754432
2227,1754411
2228,1754390
2229,1754369
2230,1754348
2231,1754327
2232,1754306
2233,1754285
2234,1754264
2235,1754243
2236,1754223
2237,1754202
2238,1754181
2239,1754160
2240,1754139
2241,1754118
2242,1754097
2243,1754076
2244,1754055
2245,1754035
2246,1754014
2247,1753993
2248,1753972
2249,1753951
2250,1753930
2251,1753910
2252,1753889
2253,1753868
2254,1753847
2255,1753826
2256,1753805
2257,1753785
2258,1753764
2259,1753743
2260,1753722
2261,1753702
2262,1753681
2263,1753660
2264,1753639
2265,1753619
2266,1753598
2267,1753577
2268,1753556
2269,1753536
2270,1753515
2271,1753494
2272,1753474
2273,1753453
2274,1753432
2275,1753412
2276,1753391
2277,1753370
2278,1753350
2279,1753329
2280,1753308
2281,1753288
2282,1753267
2283,1753247
2284,1753226
2285,1753205
2286,1753185
2287,1753164
2288,1753144
2289,1753123
2290,1753102
2291,1753082
2292,1753061
2293,1753041
2294,1753020
2295,1753000
2296,1752979
2297,1752959
2298,1752938
2299,1752918
2300,1752897
2301,1752877
2302,1752856
2303,1752836
2304,1752815
2305,1752795
2306,1752774
2307,1752754
2308,1752733
2309,1752713
2310,1752692
2311,1752672
2312,1752651
2313,1752631
2314,1752611
2315,1752590
2316,1752570
2317,1752549
2318,1752529
2319,1752509
2320,1752488
2321,1752468
2322,1752447
2323,1752427
2324,1752407
2325,1752386
2326,1752366
2327,1752346
2328,1752325
2329,1752305
2330,1752285
2331,1752264
2332,1752244
2333,1752224
2334,1752204
2335,1752183
2336,1752163
2337,1752143
2338,1752122
2339,1752102
2340,1752082
2341,1752062
2342,1752041
2343,1752021
2344,1752001
2345,1751981
2346,1751961
2347,1751940
2348,1751920
2349,1751900
2350,1751880
2351,1751860
2352,1751839
2353,1751819
2354,1751799
2355,1751779
2356,1751759
2357,1751739
2358,1751718
2359,1751698
2360,1751678
2361,1751658
2362,1751638
2363,1751618
2364,1751598
2365,1751578
2366,1751558
2367,1751537
2368,1751517
2369,1751497
2370,1751477
2371,1751457
2372,1751437
2373,1751417
2374,1751397
2375,1751377
2376,1751357
2377,1751337
2378,1751317
2379,1751297
2380,1751277
2381,1751257
2382,1751237
2383,1751217
2384,1751197
2385,1751177
2386,1751157
2387,1751137
2388,1751117
2389,1751097
2390,1751077
2391,1751057
2392,1751037
2393,1751017
2394,1750998
2395,1750978
2396,1750958
2397,1750938
2398,1750918
2399,1750898
2400,1750878
2401,1750858
2402,1750838
2403,1750819
2404,1750799
2405,1750779
2406,1750759
2407,1750739
2408,1750719
2409,1750700
2410,1750680
2411,1750660
2412,1750640
2413,1750620
2414,1750601
2415,1750581
2416,1750561
2417,1750541
2418,1750521
2419,1750502
2420,1750482
2421,1750462
2422,1750442
2423,1750423
2424,1750403
2425,1750383
2426,1750364
2427,1750344
2428,1750324
2429,1750304
2430,1750285
2431,1750265
2432,1750245
2433,1750226
2434,1750206
2435,1750186
2436,1750167
2437,1750147
2438,1750127
2439,1750108
2440,1750088
2441,1750069
2442,1750049
2443,1750029
2444,1750010
2445,1749990
2446,1749970
2447,1749951
2448,1749931
2449,1749912
2450,1749892
2451,1749873
2452,1749853
2453,1749833
2454,1749814
2455,1749794
2456,1749775
2457,1749755
2458,1749736
2459,1749716
2460,1749697
2461,1749677
2462,1749658
2463,1749638
2464,1749619
2465,1749599
2466,1749580
2467,1749560
2468,1749541
2469,1749521
2470,1749502
2471,1749483
2472,1749463
2473,1749444
2474,1749424
2475,1749405
2476,1749385
2477,1749366
2478,1749347
2479,1749327
2480,1749308
2481,1749288
2482,1749269
2483,1749250
2484,1749230
2485,1749211
2486,1749192
2487,1749172
2488,1749153
2489,1749134
2490,1749114
2491,1749095
2492,1749076
2493,1749056
2494,1749037
2495,1749018
2496,1748998
2497,1748979
2498,1748960
2499,1748941
2500,1748921
2501,1748902
2502,1748883
2503,1748864
2504,1748844
2505,1748825
2506,1748806
2507,1748787
2508,1748767
2509,1748748
2510,1748729
2511,1748710
2512,1748691
2513,1748671
2514,1748652
2515,1748633
2516,1748614
2517,1748595
2518,1748576
2519,1748556
2520,1748537
2521,1748518
2522,1748499
2523,1748480
2524,1748461
2525,1748442
2526,1748422
2527,1748403
2528,1748384
2529,1748365
2530,1748346
2531,1748327
2532,1748308
2533,1748289
2534,1748270
2535,1748251
2536,1748232
2537,1748213
2538,1748194
2539,1748175
2540,1748156
2541,1748136
2542,1748117
2543,1748098
2544,1748079
2545,1748060
2546,1748041
2547,1748022
2548,1748003
2549,1747985
2550,1747966
2551,1747947
2552,1747928
2553,1747909
2554,1747890
2555,1747871
2556,1747852
2557,1747833
2558,1747814
2559,1747795
2560,1747776
2561,1747757
2562,1747738
2563,1747719
2564,1747701
2565,1747682
2566,1747663
2567,1747644
2568,1747625
2569,1747606
2570,1747587
2571,1747569
2572,1747550
2573,1747531
2574,1747512
2575,1747493
2576,1747474
2577,1747456
2578,1747437
2579,1747418
2580,1747399
2581,1747380
2582,1747362
2583,1747343
2584,1747324
2585,1747305
2586,1747286
2587,1747268
2588,1747249
2589,1747230
2590,1747212
2591,1747193
2592,1747174
2593,1747155
2594,1747137
2595,1747118
2596,1747099
2597,1747081
2598,1747062
2599,1747043
2600,1747024
2601,1747006
2602,1746987
2603,1746968
2604,1746950
2605,1746931
2606,1746913
2607,1746894
2608,1746875
2609,1746857
2610,1746838
2611,1746819
2612,1746801
2613,1746782
2614,1746764
2615,1746745
2616,1746726
2617,1746708
2618,1746689
2619,1746671
2620,1746652
2621,1746634
2622,1746615
2623,1746596
2624,1746578
2625,1746559
2626,1746541
2627,1746522
2628,1746504
2629,1746485
2630,1746467
2631,1746448
2632,1746430
2633,1746411
2634,1746393
2635,1746374
2636,1746356
2637,1746337
2638,1746319
2639,1746301
2640,1746282
2641,1746264
2642,1746245
2643,1746227
2644,1746208
2645,1746190
2646,1746172
2647,1746153
2648,1746135
2649,1746116
2650,1746098
2651,1746080
2652,1746061
2653,1746043
2654,1746024
2655,1746006
2656,1745988
2657,1745969
2658,1745951
2659,1745933
2660,1745914
2661,1745896
2662,1745878
2663,1745859
2664,1745841
2665,1745823
2666,1745805
2667,1745786
2668,1745768
2669,1745750
2670,1745731
2671,1745713
2672,1745695
2673,1745677
2674,1745658
2675,1745640
2676,1745622
2677,1745604
2678,1745585
2679,1745567
2680,1745549
2681,1745531
2682,1745512
2683,1745494
2684,1745476
2685,1745458
2686,1745440
2687,1745422
2688,1745403
2689,1745385
2690,1745367
2691,1745349
2692,1745331
2693,1745313
2694,1745294
2695,1745276
2696,1745258
2697,1745240
2698,1745222
2699,1745204
2700,1745186
2701,1745168
2702,1745150
2703,1745131
2704,1745113
2705,1745095
2706,1745077
2707,1745059
2708,1745041
2709,1745023
2710,1745005
2711,1744987
2712,1744969
2713,1744951
2714,1744933
2715,1744915
2716,1744897
2717,1744879
2718,1744861
2719,1744843
2720,1744825
2721,1744807
2722,1744789
2723,1744771
2724,1744753
2725,1744735
2726,1744717
2727,1744699
2728,1744681
2729,1744663
2730,1744645
2731,1744627
2732,1744609
2733,1744591
2734,1744573
2735,1744556
2736,1744538
2737,1744520
2738,1744502
2739,1744484
2740,1744466
2741,1744448
2742,1744430
2743,1744412
2744,1744395
2745,1744377
2746,1744359
2747,1744341
2748,1744323
2749,1744305
2750,1744288
2751,1744270
2752,1744252
2753,1744234
2754,1744216
2755,1744199
2756,1744181
2757,1744163
2758,1744145
2759,1744127
2760,1744110
2761,1744092
2762,1744074
2763,1744056
2764,1744039
2765,1744021
2766,1744003
2767,1743985
2768,1743968
2769,1743950
2770,1743932
2771,1743915
2772,1743897
2773,1743879
2774,1743861
2775,1743844
2776,1743826
2777,1743808
2778,1743791
2779,1743773
2780,1743755
2781,1743738
2782,1743720
2783,1743702
2784,1743685
2785,1743667
2786,1743650
2787,1743632
2788,1743614
2789,1743597
2790,1743579
2791,1743562
2792,1743544
2793,1743526
2794,1743509
2795,1743491
2796,1743474
2797,1743456
2798,1743438
2799,1743421
2800,1743403
2801,1743386
2802,1743368
2803,1743351
2804,1743333
2805,1743316
2806,1743298
2807,1743281
2808,1743263
2809,1743246
2810,1743228
2811,1743211
2812,1743193
2813,1743176
2814,1743158
2815,1743141
2816,1743123
2817,1743106
2818,1743088
2819,1743071
2820,1743053
2821,1743036
2822,1743019
2823,1743001
2824,1742984
2825,1742966
2826,1742949
2827,1742932
2828,1742914
2829,1742897
2830,1742879
2831,1742862
2832,1742845
2833,1742827
2834,1742810
2835,1742793
2836,1742775
2837,1742758
2838,1742740
2839,1742723
2840,1742706
2841,1742688
2842,1742671
2843,1742654
2844,1742637
2845,1742619
2846,1742602
2847,1742585
2848,1742567
2849,1742550
2850,1742533
2851,1742515
2852,1742498
2853,1742481
2854,1742464
2855,1742446
2856,1742429
2857,1742412
2858,1742395
2859,1742378
2860,1742360
2861,1742343
2862,1742326
2863,1742309
2864,1742291
2865,1742274
2866,1742257
2867,1742240
2868,1742223
2869,1742206
2870,1742188
2871,1742171
2872,1742154
2873,1742137
2874,1742120
2875,1742103
2876,1742085
2877,1742068
2878,1742051
2879,1742034
2880,1742017
2881,1742000
2882,1741983
2883,1741966
2884,1741948
2885,1741931
2886,1741914
2887,1741897
2888,1741880
2889,1741863
2890,1741846
2891,1741829
2892,1741812
2893,1741795
2894,1741778
2895,1741761
2896,1741744
2897,1741727
2898,1741710
2899,1741693
2900,1741676
2901,1741659
2902,1741642
2903,1741625
2904,1741608
2905,1741591
2906,1741574
2907,1741557
2908,1741540
2909,1741523
2910,1741506
2911,1741489
2912,1741472
2913,1741455
2914,1741438
2915,1741421
2916,1741404
2917,1741387
2918,1741370
2919,1741353
2920,1741337
2921,1741320
2922,1741303
2923,1741286
2924,1741269
2925,1741252
2926,1741235
2927,1741218
2928,1741202
2929,1741185
2930,1741168
2931,1741151
2932,1741134
2933,1741117
2934,1741100
2935,1741084
2936,1741067
2937,1741050
2938,1741033
2939,1741016
2940,1741000
2941,1740983
2942,1740966
2943,1740949
2944,1740932
2945,1740916
2946,1740899
2947,1740882
2948,1740865
2949,1740849
2950,1740832
2951,1740815
2952,1740798
2953,1740782
2954,1740765
2955,1740748
2956,1740731
2957,1740715
2958,1740698
2959,1740681
2960,1740665
2961,1740648
2962,1740631
2963,1740615
2964,1740598
2965,1740581
2966,1740565
2967,1740548
2968,1740531
2969,1740515
2970,1740498
2971,1740481
2972,1740465
2973,1740448
2974,1740431
2975,1740415
2976,1740398
2977,1740382
2978,1740365
2979,1740348
2980,1740332
2981,1740315
2982,1740299
2983,1740282
2984,1740266
2985,1740249
2986,1740232
2987,1740216
2988,1740199
2989,1740183
2990,1740166
2991,1740150
2992,1740133
2993,1740117
2994,1740100
2995,1740084
2996,1740067
2997,1740051
2998,1740034
2999,1740018
3000,1740001
3001,1739985
3002,1739968
3003,1739952
3004,1739935
3005,1739919
3006,1739902
3007,1739886
3008,1739869
3009,1739853
3010,1739836
3011,1739820
3012,1739804
3013,1739787
3014,1739771
3015,1739754
3016,1739738
3017,1739722
3018,1739705
3019,1739689
3020,1739672
3021,1739656
3022,1739640
3023,1739623
3024,1739607
3025,1739591
3026,1739574
3027,1739558
3028,1739541
3029,1739525
3030,1739509
3031,1739492
3032,1739476
3033,1739460
3034,1739444
3035,1739427
3036,1739411
3037,1739395
3038,1739378
3039,1739362
3040,1739346
3041,1739329
3042,1739313
3043,1739297
3044,1739281
3045,1739264
3046,1739248
3047,1739232
3048,1739216
3049,1739199
3050,1739183
3051,1739167
3052,1739151
3053,1739135
3054,1739118
3055,1739102
3056,1739086
3057,1739070
3058,1739054
3059,1739037
3060,1739021
3061,1739005
3062,1738989
3063,1738973
3064,1738957
3065,1738940
3066,1738924
3067,1738908
3068,1738892
3069,1738876
3070,1738860
3071,1738844
3072,1738827
3073,1738811
3074,1738795
3075,1738779
3076,1738763
3077,1738747
3078,1738731
3079,1738715
3080,1738699
3081,1738683
3082,1738666
3083,1738650
3084,1738634
3085,1738618
3086,1738602
3087,1738586
3088,1738570
3089,1738554
3090,1738538
3091,1738522
3092,1738506
3093,1738490
3094,1738474
3095,1738458
3096,1738442
3097,1738426
3098,1738410
3099,1738394
3100,1738378
3101,1738362
3102,1738346
3103,1738330
3104,1738314
3105,1738298
3106,1738282
3107,1738266
3108,1738250
3109,1738234
3110,1738219
3111,1738203
3112,1738187
3113,1738171
3114,1738155
3115,1738139
3116,1738123
3117,1738107
3118,1738091
3119,1738075
3120,1738060
3121,1738044
3122,1738028
3123,1738012
3124,1737996
3125,1737980
3126,1737964
3127,1737949
3128,1737933
3129,1737917
3130,1737901
3131,1737885
3132,1737869
3133,1737854
3134,1737838
3135,1737822
3136,1737806
3137,1737790
3138,1737775
3139,1737759
3140,1737743
3141,1737727
3142,1737711
3143,1737696
3144,1737680
3145,1737664
3146,1737648
3147,1737633
3148,1737617
3149,1737601
3150,1737585
3151,1737570
3152,1737554
3153,1737538
3154,1737523
3155,1737507
3156,1737491
3157,1737475
3158,1737460
3159,1737444
3160,1737428
3161,1737413
3162,1737397
3163,1737381
3164,1737366
3165,1737350
3166,1737334
3167,1737319
3168,1737303
3169,1737288
3170,1737272
3171,1737256
3172,1737241
3173,1737225
3174,1737209
3175,1737194
3176,1737178
3177,1737163
3178,1737147
3179,1737131
3180,1737116
3181,1737100
3182,1737085
3183,1737069
3184,1737054
3185,1737038
3186,1737022
3187,1737007
3188,1736991
3189,1736976
3190,1736960
3191,1736945
3192,1736929
3193,1736914
3194,1736898
3195,1736883
3196,1736867
3197,1736852
3198,1736836
3199,1736821
3200,1736805
3201,1736790
3202,1736774
3203,1736759
3204,1736743
3205,1736728
3206,1736712
3207,1736697
3208,1736681
3209,1736666
3210,1736651
3211,1736635
3212,1736620
3213,1736604
3214,1736589
3215,1736573
3216,1736558
3217,1736543
3218,1736527
3219,1736512
3220,1736496
3221,1736481
3222,1736466
3223,1736450
3224,1736435
3225,1736420
3226,1736404
3227,1736389
3228,1736373
3229,1736358
3230,1736343
3231,1736327
3232,1736312
3233,1736297
3234,1736282
3235,1736266
3236,1736251
3237,1736236
3238,1736220
3239,1736205
3240,1736190
3241,1736174
3242,1736159
3243,1736144
3244,1736129
3245,1736113
3246,1736098
3247,1736083
3248,1736067
3249,1736052
3250,1736037
3251,1736022
3252,1736007
3253,1735991
3254,1735976
3255,1735961
3256,1735946
3257,1735930
3258,1735915
3259,1735900
3260,1735885
3261,1735870
3262,1735854
3263,1735839
3264,1735824
3265,1735809
3266,1735794
3267,1735779
3268,1735763
3269,1735748
3270,1735733
3271,1735718
3272,1735703
3273,1735688
3274,1735673
3275,1735657
3276,1735642
3277,1735627
3278,1735612
3279,1735597
3280,1735582
3281,1735567
3282,1735552
3283,1735537
3284,1735521
3285,1735506
3286,1735491
3287,1735476
3288,1735461
3289,1735446
3290,1735431
3291,1735416
3292,1735401
3293,1735386
3294,1735371
3295,1735356
3296,1735341
3297,1735326
3298,1735311
3299,1735296
3300,1735281
3301,1735266
3302,1735251
3303,1735236
3304,1735221
3305,1735206
3306,1735191
3307,1735176
3308,1735161
3309,1735146
3310,1735131
3311,1735116
3312,1735101
3313,1735086
3314,1735071
3315,1735056
3316,1735041
3317,1735026
3318,1735011
3319,1734997
3320,1734982
3321,1734967
3322,1734952
3323,1734937
3324,1734922
3325,1734907
3326,1734892
3327,1734877
3328,1734862
3329,1734848
3330,1734833
3331,1734818
3332,1734803
3333,1734788
3334,1734773
3335,1734758
3336,1734744
3337,1734729
3338,1734714
3339,1734699
3340,1734684
3341,1734670
3342,1734655
3343,1734640
3344,1734625
3345,1734610
3346,1734595
3347,1734581
3348,1734566
3349,1734551
3350,1734536
3351,1734522
3352,1734507
3353,1734492
3354,1734477
3355,1734463
3356,1734448
3357,1734433
3358,1734418
3359,1734404
3360,1734389
3361,1734374
3362,1734359
3363,1734345
3364,1734330
3365,1734315
3366,1734301
3367,1734286
3368,1734271
3369,1734257
3370,1734242
3371,1734227
3372,1734213
3373,1734198
3374,1734183
3375,1734169
3376,1734154
3377,1734139
3378,1734125
3379,1734110
3380,1734095
3381,1734081
3382,1734066
3383,1734051
3384,1734037
3385,1734022
3386,1734008
3387,1733993
3388,1733978
3389,1733964
3390,1733949
3391,1733935
3392,1733920
3393,1733905
3394,1733891
3395,1733876
3396,1733862
3397,1733847
3398,1733833
3399,1733818
3400,1733804
3401,1733789
3402,1733774
3403,1733760
3404,1733745
3405,1733731
3406,1733716
3407,1733702
3408,1733687
3409,1733673
3410,1733658
3411,1733644
3412,1733629
3413,1733615
3414,1733600
3415,1733586
3416,1733571
3417,1733557
3418,1733543
3419,1733528
3420,1733514
3421,1733499
3422,1733485
3423,1733470
3424,1733456
3425,1733441
3426,1733427
3427,1733413
3428,1733398
3429,1733384
3430,1733369
3431,1733355
3432,1733341
3433,1733326
3434,1733312
3435,1733297
3436,1733283
3437,1733269
3438,1733254
3439,1733240
3440,1733226
3441,1733211
3442,1733197
3443,1733182
3444,1733168
3445,1733154
3446,1733139
3447,1733125
3448,1733111
3449,1733096
3450,1733082
3451,1733068
3452,1733054
3453,1733039
3454,1733025
3455,1733011
3456,1732996
3457,1732982
3458,1732968
3459,1732953
3460,1732939
3461,1732925
3462,1732911
3463,1732896
3464,1732882
3465,1732868
3466,1732854
3467,1732839
3468,1732825
3469,1732811
3470,1732797
3471,1732783
3472,1732768
3473,1732754
3474,1732740
3475,1732726
3476,1732711
3477,1732697
3478,1732683
3479,1732669
3480,1732655
3481,1732641
3482,1732626
3483,1732612
3484,1732598
3485,1732584
3486,1732570
3487,1732556
3488,1732541
3489,1732527
3490,1732513
3491,1732499
3492,1732485
3493,1732471
3494,1732457
3495,1732443
3496,1732428
3497,1732414
3498,1732400
3499,1732386
3500,1732372
3501,1732358
3502,1732344
3503,1732330
3504,1732316
3505,1732302
3506,1732288
3507,1732273
3508,1732259
3509,1732245
3510,1732231
3511,1732217
3512,1732203
3513,1732189
3514,1732175
3515,1732161
3516,1732147
3517,1732133
3518,1732119
3519,1732105
3520,1732091
3521,1732077
3522,1732063
3523,1732049
3524,1732035
3525,1732021
3526,1732007
3527,1731993
3528,1731979
3529,1731965
3530,1731951
3531,1731937
3532,1731923
3533,1731909
3534,1731895
3535,1731882
3536,1731868
3537,1731854
3538,1731840
3539,1731826
3540,1731812
3541,1731798
3542,1731784
3543,1731770
3544,1731756
3545,1731742
